"id","rating","review"
465120,1,"First Mascara I ever bought that was clumpy and thick. Absolutely can stand and a waste of money."
216733,1,"This item was returned because it was defective. TNS is a good product, but this one was old and the pimp did not work.  There should be no star, but posting is not allowed without one"
172043,5,"I have very dry skin and this is one of the only moisturizers that make a difference in lasting hydration for me. Love it!"
15992,5,"Love this sunscreen. I spend a lot of time outdoors and on the water.  This is one of the very few sunscreens I can use on my sensitive skin and it doesn't sting when I sweat and it gets in my eyes..which is a real plus.  I use it every day."
93208,2,"Smells good, but too expensive for what you get and seller doesn't do returns without hefty charges!"
206299,5,"Consider spending the money on a good razed and reasonable refill blades. I get a better shave with this razor than any disposable and I don't have to keep buying plastic junk where they basically give you the handle and kill you on the price of the blades."
324453,1,"counterfeit-don't purchase"
383155,2,"My hair is short but I found it just weighed it down.  I didn't like the waxy feel.  Wish I could send it back.  It had good reviews is why I bought it.  It might work for a man's short hair or super short hair."
18983,5,"Excellent Tool!"
391979,5,"Takes very little shampoo. Works well. Thick and suds better than most shampoos I have used for colored hair."
43547,1,"I don't usually write reviews but i felt this was necessary. This product is garbage and I'm upset I spent so much on it. Does not lather at all, leaves my hair snarled even after using conditioner. Left my hair dirty and greasy(and I have thick dry hair).
The other thing i noticed was that my hair even smelled dirty. Not the day of the wash, but the next day it smelled gross. Do not buy this product, use redken instead."
31988,5,"This is a great wax, works just how I needed it to. I would take the tea tree wax over the same version of the normal Paul Mitchell wax of this style."
297761,4,"I've been using this for about two weeks now and overall think its a good product.  As moisturizers go it's a good one and I really like the fact that it doesn't smell and goes on really smoothly without any greasy or tacky residue.  The SPF is a bit low for me for everyday use and I do consider that a flaw. The packaging is nice and the container is pretty robust.  Overall a really good product."
153636,5,"Product arrived on time and was properly packed.  Have used this hair product for years and will continue to use."
253036,5,"Zirh has done it once again! Love how it feels, not greasy, definitely a quality product.  I strongly recommend it!"
462614,5,"I was so excited about this palette. once it got here it came in good condition all though it was too small but other than that i love the colors"
201377,1,"I generally love L'Occitane and have purchased a lot of different products from them and have been happy. This gel, however, was a disappointment and a half. I am quite healthy, not allergic to anything, and have put my usually sturdy skin through many a product, many of them questionable, and never had a reaction. But after using this shower gel for 3 days when out on vacation, I became extremely photosensitive - something that has never happened to me before even though I am quite outdoorsy and have spent quite a bit of time in the sun. Photosensitivity is basically a sun allergy that expresses itself as an extremely unattractive and highly visible skin rash every time you go out in the sun.  And I am certain it's this shower gel. I did not eat anything I don't normally consume, was vacationing a place with safe water, and the rash came out everywhere but my face - the only place I didn't use this soap on. The allergy went away two or three days after I stopped using the soap, but I nevertheless went through quite an ordeal. HIGHLY UNRECOMMENDED, whether you have sensitive skin or not."
158087,5,"All I can say is wow. Great product."
270751,5,"HAS REALLY HELPED MY EYES. I USED TO USE ANOTHER BRAND."
42666,4,"Best lubrication from a shave product I have ever used.  You really only need a small amount for big performance.  Only thing keeping me from 5 stars is the cost.  But honestly, it lasts a long time so it is worth the money and I keep buying it."
266264,4,"Great Product.. Great Shipping Thanks..."
558315,5,"I liked how the cream feels when you put it on.  It goes on very smoothly and it moistrizes very well."
371565,5,"good"
540011,5,"I have terrible eczema. And for over half a year, I've been trying to get rid the eczema around my mouth. I put this on one time, it's so moisturizing. My skin wasn't flaking, which is quiet embarrassing while wearing makeup. Love it. I'd buy it again. It makes my skin look supple and dewy."
327893,5,"Best voluminizer! :D"
114819,5,"This is a great product if you do it right, that is. Anyone can do it at home. It works great. I love it. And I got it on time."
135236,5,"Wear this instead of lipstick and you get a lip conditioner as well as color all-in-one product super stuff !"
339568,3,"I guess the expectation is that aftershave is going to be very strongly scented. And maybe some people even buy it specifically for that reason. However, even in a world of strongly scented aftershave, this is almost too much for me to bear. And the smell lingers for hours, I can still smell it on myself after 4 or 5 hours.

The smell, in and of itself, is pretty good. I like the way it smells, I just wish there was maybe a tenth that much fragrance added to it. And it feels very soothing and nice, and doesn't seem to cause breakouts or clogged pores. Everything about it I more or less love except for the abusive levels of perfume. But, like I said, for some people, this may be a feature and not a flaw."
144790,1,"My thick hair requires serious heat to style, and this curler, set at max, did zilch. My Chi flat iron (with the same advertised max) works great, so clearly this one does not get anywhere near hot enough. I checked w/ a cooking heat gun, and it was only around 100F after 15 minutes of warm up time, while the Chi registered 385F. So don't waste your money on this one."
150165,5,"Great product for getting rid of pimples."
359955,4,"I first bought the Trinity off EBAY, what a mistake, hurt like heck & broke after 2 uses, It was a fake I'm sure of it, the gel safety cap was not there and the gel wasn't even the real thing, then I bought an authentic one with the eye & lip attachement, the real deal off a authorized site. I think it works different on everyone, great for the jowls and doesn't take too long either, it does lift them to look much better, haven't seen too much improvement other places on my face. The eye & lip attachement is ok, only difference I see is it does take the puffieness away for sure. The trinity don't hurt me in any way and I use it on the highest. I use Spectra 360 Electrde Gel instead of the expensive nuface gel, much cheaper. If you don't want to spend the big bucks I'd try the Dermawand first and see if you even want to keep up with it, both are time consuming but I think worth it if you have the extra time."
385283,5,"Perfect for travel and summer. Suelo clean every Day"
434284,5,"I was so excited to receive this box, mostly because I was told it was free which it was not. This beauty package (although not free I was charged for it) is amazing. Not only did it have way more items in the box than I thought would be in the box, it came in a beautifully wrapped box. Nowadays there are so many different beauty products on the market its hard to know which one is right for you and I hate buying something and spending all the money only to not like the product. The Bliss mask is so wonderful and left my skin feeling and looking amazing, I am definitely buying this product in a full size version. I also really enjoyed the Wen hair conditioner sample and I think I will also try this product again in the future it left my hair feeling so soft and manageable. What I was most excited to try was the The strivectin sample, I have always wanted to try strivectin but its so expensive and I was scarred to spend that much on something that I may not like. To my surprise so far I really like the strivectin cream, I think I will need to try it a bit longer to see if I still like it and see any results, The only thing that I wasn't a huge fan of were the fragrance samples, they were not for me."
250437,5,"LOVE THIS!  Would recommend if you apply self tanning lotions and gels, no mess, looks even every time."
475990,5,"Upon first use, you think there won't be much coverage, yet the product is a dark horse. Wonderful coverage, while still illuminating the skin. Love it. Repurchasing."
474354,3,"I've used StriVectin High-Potency Wrinkle Filler lotion for a few weeks now and can say that the product does have my face and neck feeling baby soft, but I do not see any visible difference in my wrinkles.  I'm 54, and have a few on my face and forehead that I would love to lessen the appearance of.

This container is 15 ml - that's one half of an ounce.  Tiny container with a huge price tag.

I also notice a build up of product on my face after I use this - almost like I put clear fingernail polish on my face and its now peeling.  Not a good feeling.

Wrinkle filler?  I wish."
284678,5,"My favorite toothpaste and flavour!  Quick shipping and wonderful product!"
1003,2,"Doesn't work used whole tub as instructed."
363577,5,"So bright. It did last. Everyone gave me compliments on the color. I'll be wearing it next spring and summer again!"
394799,2,"My daughter, 15 yo, and myself, old mom, got to play around with both the NUDE and SAND colors.  It was fun.

One thing I can tell you is that neither the SAND nor the NUDE will work for anyone with a really pale complexion.  My daughter is blessed with a peaches and cream complexion and both of these concealers looked like blushes on her.

One the other hand, I with my slightly reddish complexion did fine with both.  Go figure.  I put it on my cheeks where I have a tiny broken vein and both hid it.

PROBLEMS
-- When I say that the SAND and NUDE concealer hid the tiny red line that is my broken vein I mean that if I dabbed them on that they did their job.  If I swiped them on they did not cover the spot.  You have to build up some of the slightly waxy concealer.

-- Which brings up another problem that I noticed.  The moment I put a foundation on over the concealer the concealer vanished.  It would appear to have dissolved and blended too well with the foundation.

-- I also found another test subject.  One with an age spot on her hand.  I've put up two pictures with and without the concealer so you can see it at work.

-- Pale skin.  I talked about it above but if you are pale neither of these concealers will look natural.  With my poor camera skills you might not be able to make out the difference, but I tried to show what they look like on my daughter.

SUMMARY
I'm actually likely to wear this without foundation.  The reason being that if I dab-dab-dabbed it on it certainly covered nicely but it didn't stay put when I tried it with foundation.

If you a pale go with something other than Nude."
497145,5,"have been using this for years .... glad that I've found a gallon that is eligible to ship internationally."
45086,5,"Love it! For myself it's a great no muss no fuss blowdryer that keeps my hair looking soft and shiny."
320495,5,"LOVE IT!!!!!!!!! TAKES OF EVERY PIECE OF DIRT POSSIBLE!!!"
561292,5,"Very good gives elasticity and also fuming effect to my face"
316028,5,"Wife loves the stuff"
433477,5,"Excellent product"
324711,4,"Help Improve Signs of Skin Aging With the Obagi Nu-Derm Fx System

As an effective non-prescription option, the Nu-Derm Fx System is clinically proven to improve aesthetic results. 1,* Based on your skin type, the Nu-Derm Fx System is available in a Normal to Dry System and a Normal to Oily System and contains arbutin-based products to help brighten your skins appearance.

The Nu-Derm Fx System is available in the following states where the sale of prescription Obagi products in physicians offices is restricted due to state regulations: Massachusetts, Montana, New Hampshire, New York, and Texas."
474641,1,"I do not often leave reviews but thought I should post my experience. I received the product quickly (Prime). The canister had a few small dents which is not a concern to me, but what is a concern is the fact that it had NO SCENT. It smelled a little like alcohol going on and I thought that would disappear and leave a nice scent. Nope. No scent. I reached out to Amazon and they quickly responded by refunding my money. Im not sure if the product I received was old or perhaps not really from ORIBE. Im very happy with Amazons response, but very disappointed in the product."
122991,5,"outstanding."
340152,5,"My favorite scent and love they put it in a tin and make it more reasonable than in the glass jars."
98383,5,"The best result I have seen in a long time.  Not too harsh or ineffective on the nails.  Will order more for sure.

Regards,

Yvette"
436467,4,"It's very good item I like it"
85459,5,"I purchased OPI Im Not A Waitress because I loved the color and how long it lasted when I got my nails done at a salon. Decided to do them myself to save money. Applied a base coat, two coats of OPI color, a top coat (base and top coat by Sally Hansen) and then another layer of top coat the next day. The photo I uploaded is after a week of wear. I did dishes, cooked, typed, opened soda cans, and even chipped ice off my stairs - all I have is a small gap at my cuticle line from a bit of nail growth and a tiny chip from the tip of one nail on my right (pre-dominant) hand. The secret seems to be to make sure all layers cover the actual edge of your nail...plus getting a good nail polish that won't peel, like OPI."
346094,5,"I just received my order of the Babyliss Pro hot brush. wow, I am so happy with it. My hair is just like when my stylist blows it out, amazing! Soft, shiny, and the brush was easy to use. I wasn't sure if my hair was going to be long enough but not a problem. I have a short bob. ..
The brush is hot enough to style like one needs, the bristles are long enough to catch and spin. I am vey happy with this item...my hair looks amazing."
237840,5,"This is expensive but a good product and it works well with the lotion. Regular usage does help in reducing the KP"
525004,3,"The nail polish was thinner than I expected."
188913,4,"I was hesitant to order this because of the reviews that said it was not genuine ... but, it is. Poor packaging, however."
384988,5,"I received this product today and tried it on for the first time. After hearing so many beauty gurus raved about it, I decided to give it a try myself since I am in need of a decent highlighter for my dull/dry skin. It gives an instant healthy glow to my skin without looking too dewy. The brush that came along with it is so soft it blew my mind. It also picks up just the right amount of product and distributed it seamlessly. I recommend this to anyone who's looking for a good highlighter. It is a little more pricey than some drugstore ones but for the quality and longevity, it is totally worth the extra bucks."
531266,5,"Got it for my friend's birthday, he loves it. Thank you!"
252155,5,"I was a little hesitant that this would work since every curler i have bought (even the heated ones) never work for me. And most of them pinched my skin. I have asian eyes and eyelashes. So thats why most curlers pinch my skin and because my eyelashes were so straight they never curled or last long. i tried this as soon as i got it. And it worked! i didn't even apply it for long and my lashes were curled all DAY! i don;t like wearing makeup and now that my eye lashes look longer i don't have to were mascara on a daily basis for the natural look. But when i do wear mascara my eyes pop! i love this! i completely recommend this!"
479956,5,"To remove eye makeup with micellar water, also been through all the towelettes that promise to remove 99.9999% of your makeup with one sweep.
Well none of them worked and I was skeptical of this and bought on a whim to put my order over $35 for free overnight delivery.  Works incredibly well. One cotton pad per eye and stubborn waterproof mascara is done and I get to keep my lashes in the process."
572993,5,"smells amazing. light hold..but doesn't hold for a long time.,"
123627,1,"This lip stain is a very pretty color, but it does not last more than 30-45 minutes. I was hoping for a stain not a lip gloss."
76801,5,"I will continue to use this brand.  Well made and gives an excellent shave without skipping or tugging your skin."
253780,1,"I don't know if I got a dud but this might be the worst eyeliner I've ever tried. It was dried out completely. As in it did not draw a line. I did my research before I bought it and was extremely disappointed."
296052,1,"I think it is a fake. Because its not stay long time. You feel it only first 2 hours then finish :(
I regretted to buy it."
445737,2,"I purchased this product because my hair is treatment damaged. I didn't think it worked any better than my regular conditioning products from a well known brand found in most if not all stores. It worked fairly well but not worth the purchase price."
75300,4,"Well I would have rated a 5. but I meant to buy my wife clean ""shower fresh"" for Christmas. even with the exception of me making the wrong purchase; the whole transaction was very fast and I would rate it a four only because a mistake I made... thanks"
187318,4,"Love this powder, only wish it came with a better applicator. If you press too hard the top pops off and makes a big mess. I still highly recommend it, just be careful when you apply it."
500672,5,"Archipelago candles are fantastic. The scents are complex and earthy."
66397,3,"I primarily use the darker color in this set. The lighter shade is just too light...I look like I went to a tanning bed and wore the goggles. So, it's not really cost effective when you pay what you pay and can only use half of the product. I really liked the Stila concealer I had before this one."
317633,5,"Works well on fine hair. Easy to comb through.  And yes, the scent is yummy!"
252490,4,"Pretty good product so far hasn't made a huge improvement for my face but has been good for non-face acne."
277959,5,"A very rich and creamy exfoliant. It just feels good and leaves the skin very supple, fresh, and perfumed. Or so my partner says! :)"
300132,5,"This stuff is pretty darned expensive but worth every cent! It actually works! I don't particularly like the taste of it so I use a little dab of my regular tooth paste along with it on the tooth brush. I'm an old f**t and have been smoking & drinking coffee for eons so my teeth tend to become very discolored. This Supersmile Whitening Accelerator leaves my teeth nice and white...even my dental hygienist commented on the amazing difference."
186890,5,"This store is awesome."
92633,4,"I use this everytime I wash my hair. It cuts drying time and makes my hair sooo silky. I highly recommend it."
29939,3,"The aesthetic for this product is what you're paying for. The quality of the actual toothpaste is mediocre at best - not as minty or refreshing as expected. The packaging is gorgeous, but that's about it."
312946,1,"I like the build and feel of the unit.  The two times it worked I was happy with the product.  Of course 2 uses and then going dead equal about $50 a shot.  I cannot seem to get any support from the merchant as is is 15 days our of the 30 day return window."
483107,5,"My wife is very pleased with the rollers. They are easy to use and the curl and body really last.her hair looks healthy and shines- even the greys. She puts them in while she gets ready for work."
531890,5,"I tried this as soon as I got it and it works. It make a bun, stays up for a long time and does not pull your hair. I'm older and have older hair so the size works great for me."
559032,5,"Not sure why everyone is dissing this hair spray, it's perfect!!! I'm picky so believe me when I say this, it could not get any better! Very lightweight but holds all day, also adds a little bit of shine."
280393,5,"Got it
Today smells very good can wait fo my sis to see wat i got ber for xmas /.\"
50667,4,"I meant to order the Beard Lube but clicked and ordered this by mistake.

I use a lot of their products.  It does a good job moisturizing while smelling great.  I get lots of compliments on the smell which is nice to find one that smells more masculine."
232466,5,"The best shampoo that I tried in the last few years. My favorite!
It gives my hair amazing volume, smells delicious, I love it!"
233057,2,"I did not want to be one of the many reviewers who complained their hair became greasy and overly full of residue, but sadly I am. I like PM shampoo but this one is lousy.  I wash my hair every other day and on the second day my hair usually is a bit oily but tolerable, after using this shampoo it was really dirty looking on the second day. I had to re-wash and it's still gross. So I would stick to their Shampoo One Or Shampoo Two. The Color Protect shampoo is a total dud, but I can see how they feel the residue might soften colored treated hair but it just doesn't work for me."
412976,5,"Love it! Came well packaged, great product, and it is exactly as pictured"
38240,5,"I started wearing this makeup back when I worked at a day spa in Seattle and have been hooked ever since.  Good price for it here!!"
305962,5,"Love it!  Goes on smoothly. Makes my foundation glide over any lines and gives me a healthy, youthful glow. Highly recommend this product!!"
497982,5,"I purchased the whole Resurfacing line of products on a cruise also. Price seemed high but it really works. My pores are much smaller, skin smoother and brighter within 2 weeks."
273558,2,"I wanted bigger curlers so my hair wouldn't be huge like it normally is when I have smaller curls. I never use this curler anymore because it barley does anything to my hair."
396643,5,"it's easy to use and looks natural"
526893,5,"Untangles my fine hair and smells wonderful"
537572,5,"Is PERFECT for Lord &Berry pencils. I like that you can make pencil tip pointed or rounded. Very handy."
264337,5,"Thus is a great smelling cologne. Has a nice looking bottle. The smell of wanted last through a 12hr shift of running around and still smells great. Get lot of compliments from coworkers."
291631,5,"This cream has a great consistency and spreads easily with clean fingertips. It only takes a very small amount. The coverage is light, but it has built-in light diffusers and even makes my 50+ y/o skin look glowing.  You can use a concealer anywhere else you need extra coverage. I bought from seller ""b-glowing"", and she was wonderful to work with and helped me. I would recommend you purchase from her."
165504,4,"Worked as described!"
536329,5,"So beautiful.  This fragrance is so elegant. I've had it in my living room for about a month now. It's sweet and musky and not too strong. I would highly recommend this product."
310573,4,"Has anyone had trouble with the packaging? It doesn't work at all."
225603,3,"Nice product with effective synthetic sunscreen.  I'd rate it higher except I don't use it a lot because of the taste.  I know taste is a subjective thing but this one is horrible.  It's also dramatically over-priced for what it is.  Equally moisturizing and protecting lip balms can be found for a fraction of the price.  Because SPF lip balm needs to be applied frequently, you should really fall in love with using it...and I guess I'm just not in love with this one."
163511,1,"I had one of these as a kid. It worked great, so I found one online and bought it. I tried it out on my daughter first. It did the opposite of what it says it does. It got tangled in my daughters hair after I rolled it. She started crying. We couldn't get it out for an hour. We ended up cutting some of her hair. It was horrible, but maybe it is just my daughters hair."
468909,4,"I've previously used 32oz tubs of Layrite and Suavecito. Reuzel is similar in texture, scent, and hold to Layrite. It works best with damp hair. I've been told twice that I smell like an old man, but a classy one at that. It has a vanilla scent. If you want bang for your buck, Suavecito is the way to go. But Reuzel holds it down pretty well, and it comes in a pretty cool tin."
523439,5,"These are wonderful for foot care, it does soften the skin and you can add your own formula. I still prefer to have someone else do it for me...amen"
382890,5,"Excellent product."
107498,4,"I liked this product very much. It's a great way to very quickly thicken your brows and brush them together all at once. They do not have a blond color available, and I was hoping that since I purchased the light brown it would slightly darken my light blond brows so I wouldn't have to use a pencil to darken them as well. Unfortunately that is not the case, but this product did thicken my brows and brush them and give them a wonderful finish  is such a quick amount of time that I will certainly purchase this product again."
480457,4,"This is a high quality face powder. It only needs to be applied once per day and has quite a bit of staying power. I love the design of the packaging. The clear hinged cover on the top keeps the powder from flying everywhere. The complaint that I have with this product is that even though I didn't travel with it and kept it in the same place every day, the powder cracked into pieces just a few days after I got it. Other than that, it is an excellent product."
265718,5,"Love the color and coverage. Stays on forever."
569213,4,"There is SO much about this item I really like, love the scent...its (to my nose) a kind of citrus but nothing that would make you think its going to clash with anything you might put on as a cologne...its slightly tinted (just for looks I am sure, as there is no color when you put it on your skin) it is a really moisturizing product that makes you feel pampered and spoiled.  Not greasy, smooths in easily.  I have not noticed any changes in any of my discoloration areas.  I am fair skinned and have freckles and I have a couple of light discoloration areas that this has done nothing to so far.  I love the feel of the product but wonder if I would actually purchase it, as it is on the higher price end (for me, who is used to this kind of product being 25.00-40.00).  I DO appreciate that they put a small plastic spatula with the product, I am kinda weird about putting my fingers into a product as this does cause cross contamination and it can make your skin products go bad faster...so I DID appreciate that being with their product.  I think this is a very nice product and if money was of no concern to myself I would probably purchase it, if money is not a problem for you I would think you might be very happy with this, and I hope it will lighten any spots you might have."
89123,5,"Great razor. I had a short handle but the long handle is a lot easier to maneuver and control."
306564,5,"I got this for my wife to use. She LOVES it! After using this product for 2 weeks her skin looks more youthful. The skin on her face, neck/throat and ears has firmed up and fine facial lines have smoothed out. This product smells great, like fresh fruit. The serum actually feels good on your skin, it's easily absorbed. It doesn't weigh down your skin or make it feel greasy and heavy.

You can feel good about purchasing this product because it's made without parabens, petroleum, propylene or butylene glycol, sodium lauryl sulfates, pesticides and phthalates. If you have allergies no worries with this product because there are no artificial dyes or synthetic fragrances.
Plus this brand NEVER TESTS ON ANIMALS which is a big positive! The product is made in the USA :) and it was manufactured using solar power, they use sustainable and/or recycled paper and print with soy ink.

A responsible company making a product that works!... I'm hooked. A+"
302219,5,"This shampoo has a very pleasant smell and makes my hair shine. I will continue to use it.  Try it."
239891,5,"This product is expensive, but you get what you pay for.  Stops dry skin for 12 to 24 hours. Soothes and smooths but does not cause itching while it is absorbed into the skin.  No scent and does not smell ""waxy"" after it dries."
310556,5,"i tried this product and wow, i am so pleased. just a week use and a friend of mine noticed how good my skin looked already. i am a long time user of la mer and various other products. ive used all la mer products, serums, eye balms, lifting complex etc..and they do somehow work better than all the other brands ive tried. but this product now finally topped la mer and finally, i can switch to this permanently and it is not as expensive as la mer. i cannot say how much smoother and brighter my skin looks. This one is really awesome."
284657,5,"Price is steep, but worth it. Flavor is pleasant and not overwhelming. Foaming is minimal. Looking forward to trying other flavors in future."
278765,5,"I ordered this product with the hopes that it would be as good as the professional products sold.. It is! Very happy with this purchase and would recommend it to others."
251894,5,"Why didn't I try one of these sooner?!  No more pinched eyelids or pulled eyelashes,  good tension,  compact.  I took the advice offered in another review and chose the pink curler as I have dark lashes (dark curler for blonde lashes)  as the color contrast does help you see what you are doing.  No more metal curlers for me."
41079,5,"Have used this for a long time as love it. Came on time and packaged good. Was easy to open also."
516937,5,"Ive been using my pmd for a about a year and am just now able to use the red discs. Im surprised that my face can take them but it really can! Ive had a facial twice and was told both times my skin was too sensitive for exfoliating treatments or even steam on my skin. Either they're wrong about me having sensitive skin or after working my way up with these disks even sensitive skin can acclimate to using the red disks.

I have KP on my cheeks and this is the only thing that takes my bumpiness totally down. My other skincare concerns are anti-aging, acne scar fading and congested skin and this helps with all of the above. I use once a week as part of my routine and have noticed big differences. My skincare soaks in so well and my makeup goes on so smooth for days after treatment."
118534,1,"I checked the packaging, it was all good. The scent is very faint and does not last. I was ripped."
20238,5,"I have been using this Rusk hair volumizer for several weeks now and it is the best I have tried. I have very fine thin hair now thay I am older (67) and this makes my hair look and feel like it is 18 again. I learned through experience that just a dab rubbed tween your hands and applied to towel dried hair will do the trick. Dont think that you need more, it will weigh your hair down and make it feel sticky. It is very humid here inNH today and my hair still has volume. I bought this because of the reviews and so happy I did. Thank you to all the people who review their purchases here on Amazon, I won,t buy anything without reading the reviews."
282369,5,"I like all CND Shellac as far as shellac goes.  This color is very pretty.  Goes on great and lasts!"
242040,5,"Used it for years and have no intentions to change it with any other brands I have tryed so far. The best!"
14823,2,"I've been using it 2 times a day for 4 months. Unfortunately, i did not get the result it promised, even  though i am 30 yo and just started to get wrinkles. I think (hope) StriVectin gave some good to my skin overall, since it is full of great ingredients. However, i  cannot really see it.
The bottom line is it  was too expensive for me  (even though i found it for $95) for the result i got.
I plan to go with Shiseido next time. My friend got rid of wrinkles with it."
361338,4,"I am a cosmetic junkie.  I admit it.  Blush just happens to be one of my weaknesses because I think I have to own every color and finish made to man.  I have a lot of ""The Balm"" cosmetics and they are all of great quality.  This blush is HIGHLY pigmented.  It takes very little to do the job and it does last all day.  At least on me it does and I have normal skin.  I think it is a great buy and you will be totally pleased with it.  Give it a try!!"
92712,1,"Great product but showed up broken in two pieces with lotion everywhere."
284502,5,"Love it."
